product_id,product_name,category,sub_category,units,revenue,profit,abc_class,xyz_class,inventory_policy,avg_monthly_demand,safety_stock,reorder_point,recommended_max_stock,stock_action
OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,12,147.984,29.548800000000004,C,X,LEAN - keep minimal base stock,1.0,2.0,3.0,4.0,MINIMISE STOCK
TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,10,193.2,28.188000000000002,C,Y,LEAN - order to demand,0.8333333333333334,3.0,4.0,5.0,MINIMISE STOCK
OFF-ST-10000918,Crate-A-Files,Office Supplies,Storage,13,812.98,28.122,C,Y,LEAN - order to demand,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-LA-10003223,Avery 508,Office Supplies,Labels,11,153.01,26.4649,C,Y,LEAN - order to demand,0.9166666666666666,2.0,3.0,4.0,MINIMISE STOCK
OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,29,452.036,26.506,C,Y,LEAN - order to demand,2.4166666666666665,4.0,5.0,8.0,MINIMISE STOCK
OFF-AR-10001446,Newell 309,Office Supplies,Art,13,409.66999999999996,26.564999999999998,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-LA-10002312,Avery 490,Office Supplies,Labels,4,164.24,26.64,C,Y,LEAN - order to demand,0.3333333333333333,2.0,3.0,4.0,MINIMISE STOCK
OFF-LA-10001569,Avery 499,Office Supplies,Labels,16,339.72,26.6928,C,Y,LEAN - order to demand,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,3,59.7,26.865,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10002350,Apple EarPods with Remote and Mic,Technology,Phones,7,261.93999999999994,26.8704,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,Office Supplies,Binders,10,65.52,26.936,C,X,LEAN - keep minimal base stock,0.8333333333333334,0.0,1.0,2.0,MINIMISE STOCK
FUR-FU-10004666,DAX Clear Channel Poster Frame,Furniture,Furnishings,5,108.9,26.973,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,8,188.164,28.157600000000002,C,Z,OBSOLETE-RISK - minimise/phase out,0.6666666666666666,4.0,5.0,6.0,REVIEW / PHASE-OUT
OFF-AR-10002067,Newell 334,Office Supplies,Art,6,165.072,26.982400000000002,C,Y,LEAN - order to demand,0.5,3.0,4.0,5.0,MINIMISE STOCK
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,6,446.90000000000003,27.193599999999996,C,Y,LEAN - order to demand,0.5,3.0,4.0,5.0,MINIMISE STOCK
OFF-FA-10003112,Staples,Office Supplies,Fasteners,13,305.634,27.2205,C,Y,LEAN - order to demand,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,6,130.68,27.258,C,X,LEAN - keep minimal base stock,0.5,2.0,3.0,4.0,MINIMISE STOCK
OFF-SU-10000952,Fiskars Home & Office Scissors,Office Supplies,Supplies,11,97.68,27.3504,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings,4,635.228,27.384,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,10,203.175,27.444999999999997,C,X,LEAN - keep minimal base stock,0.8333333333333334,0.0,1.0,2.0,MINIMISE STOCK
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings,10,261.24,27.692,C,X,LEAN - keep minimal base stock,0.8333333333333334,0.0,1.0,2.0,MINIMISE STOCK
OFF-LA-10004484,Avery 476,Office Supplies,Labels,19,311.21000000000004,27.836199999999998,C,X,LEAN - keep minimal base stock,1.5833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,9,164.32,27.9936,C,Y,LEAN - order to demand,0.75,3.0,4.0,5.0,MINIMISE STOCK
TEC-PH-10001051,HTC One,Technology,Phones,3,249.976,26.9973,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,15,80.64,29.61,C,Y,LEAN - order to demand,1.25,3.0,4.0,6.0,MINIMISE STOCK
OFF-PA-10000312,Xerox 1955,Office Supplies,Paper,5,125.36,29.692,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,15,369.37,29.925,C,X,LEAN - keep minimal base stock,1.25,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10000175,DAX Wood Document Frame.,Furniture,Furnishings,10,261.31600000000003,31.579,C,X,LEAN - keep minimal base stock,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,17,174.192,31.629199999999997,C,Y,LEAN - order to demand,1.4166666666666667,3.0,4.0,6.0,MINIMISE STOCK
OFF-LA-10000305,Avery 495,Office Supplies,Labels,11,168.3,31.878,C,Y,LEAN - order to demand,0.9166666666666666,3.0,4.0,5.0,MINIMISE STOCK
TEC-AC-10003447,Micropad Numeric Keypads,Technology,Accessories,8,151.924,31.984,C,Z,OBSOLETE-RISK - minimise/phase out,0.6666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10003001,Xerox 1986,Office Supplies,Paper,10,66.8,32.064,C,Z,OBSOLETE-RISK - minimise/phase out,0.8333333333333334,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-SU-10004782,"Elite 5"" Scissors",Office Supplies,Supplies,22,252.24,32.11,C,Y,LEAN - order to demand,1.8333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,22,543.344,32.2368,C,X,LEAN - keep minimal base stock,1.8333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-LA-10001641,Avery 518,Office Supplies,Labels,23,298.93,32.256,C,Y,LEAN - order to demand,1.9166666666666667,3.0,4.0,6.0,MINIMISE STOCK
OFF-PA-10000300,Xerox 1936,Office Supplies,Paper,6,299.904,32.3676,C,X,LEAN - keep minimal base stock,0.5,0.0,1.0,2.0,MINIMISE STOCK
OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,Paper,4,93.248,31.4712,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings,22,243.76,32.5248,C,Y,LEAN - order to demand,1.8333333333333333,5.0,6.0,8.0,MINIMISE STOCK
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,9,383.64,32.609399999999994,C,Y,LEAN - order to demand,0.75,2.0,3.0,4.0,MINIMISE STOCK
OFF-LA-10002195,Avery 481,Office Supplies,Labels,23,239.608,32.7712,C,Y,LEAN - order to demand,1.9166666666666667,3.0,4.0,6.0,MINIMISE STOCK
OFF-LA-10001613,Avery File Folder Labels,Office Supplies,Labels,29,617.456,32.8608,C,X,LEAN - keep minimal base stock,2.4166666666666665,2.0,3.0,6.0,MINIMISE STOCK
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,13,100.1,33.033,C,Z,OBSOLETE-RISK - minimise/phase out,1.0833333333333333,1.0,2.0,4.0,REVIEW / PHASE-OUT
OFF-EN-10001028,Staple envelope,Office Supplies,Envelopes,6,181.88,33.0648,C,Z,OBSOLETE-RISK - minimise/phase out,0.5,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Technology,Phones,23,577.0160000000001,33.1016,C,X,LEAN - keep minimal base stock,1.9166666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,19,173.94,33.1854,C,Z,OBSOLETE-RISK - minimise/phase out,1.5833333333333333,6.0,7.0,9.0,REVIEW / PHASE-OUT
OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,10,1171.8,33.294000000000004,C,X,LEAN - keep minimal base stock,0.8333333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,11,298.1,33.3127,C,Y,LEAN - order to demand,0.9166666666666666,2.0,3.0,4.0,MINIMISE STOCK
OFF-BI-10000829,Avery Non-Stick Binders,Office Supplies,Binders,21,374.514,32.5974,C,Y,LEAN - order to demand,1.75,3.0,4.0,6.0,MINIMISE STOCK
OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage,9,360.116,31.156399999999998,C,X,LEAN - keep minimal base stock,0.75,2.0,3.0,4.0,MINIMISE STOCK
OFF-LA-10000121,Avery 48,Office Supplies,Labels,12,232.82,30.996000000000002,C,Y,LEAN - order to demand,1.0,4.0,5.0,6.0,MINIMISE STOCK
OFF-PA-10003591,Southworth 100% Cotton The Best Paper,Office Supplies,Paper,9,82.656,30.996,C,Z,OBSOLETE-RISK - minimise/phase out,0.75,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones,10,376.918,29.99,C,Y,LEAN - order to demand,0.8333333333333334,3.0,4.0,5.0,MINIMISE STOCK
TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Technology,Accessories,16,535.846,29.990000000000002,C,X,LEAN - keep minimal base stock,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,3,272.94,30.0234,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,10,304.1,30.063000000000002,C,X,LEAN - keep minimal base stock,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,3,177.0,30.09,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,Binders,21,411.228,30.1158,C,Y,LEAN - order to demand,1.75,5.0,6.0,8.0,MINIMISE STOCK
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,14,75.348,30.139200000000002,C,Y,LEAN - order to demand,1.1666666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-LA-10004559,Avery 49,Office Supplies,Labels,23,676.9359999999999,30.1536,C,X,LEAN - keep minimal base stock,1.9166666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10003514,4009 Highlighters by Sanford,Office Supplies,Art,26,338.5,30.168400000000002,C,Y,LEAN - order to demand,2.1666666666666665,3.0,4.0,7.0,MINIMISE STOCK
OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,20,363.0,30.240000000000002,C,Y,LEAN - order to demand,1.6666666666666667,4.0,5.0,7.0,MINIMISE STOCK
OFF-PA-10000232,Xerox 1975,Office Supplies,Paper,12,539.9839999999999,30.3264,C,X,LEAN - keep minimal base stock,1.0,1.0,2.0,3.0,MINIMISE STOCK
OFF-EN-10004773,Staple envelope,Office Supplies,Envelopes,2,61.96,30.3604,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,11,248.20000000000002,30.3774,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,11,550.9,30.4817,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",Furniture,Furnishings,3,101.94,30.582,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,5,305.96,30.596,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,5,182.6,30.66,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10001804,Xerox 195,Office Supplies,Paper,10,270.464,30.727999999999998,C,Y,LEAN - order to demand,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,7,307.65,30.796499999999998,C,Y,LEAN - order to demand,0.5833333333333334,2.0,3.0,4.0,MINIMISE STOCK
TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,14,396.696,30.8028,C,Y,LEAN - order to demand,1.1666666666666667,3.0,4.0,6.0,MINIMISE STOCK
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,Furnishings,5,269.59,30.99,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10001801,Xerox 193,Office Supplies,Paper,9,53.82000000000001,26.3718,C,X,LEAN - keep minimal base stock,0.75,2.0,3.0,4.0,MINIMISE STOCK
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,4,3009.98,-3839.9904,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,18,645.808,26.281599999999997,C,X,LEAN - keep minimal base stock,1.5,1.0,2.0,4.0,MINIMISE STOCK
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,15,426.64,26.235,C,X,LEAN - keep minimal base stock,1.25,1.0,2.0,4.0,MINIMISE STOCK
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,7,469.892,21.592800000000004,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,13,386.08000000000004,21.7288,C,Y,LEAN - order to demand,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,7,234.98000000000002,21.7532,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10001246,Xerox 215,Office Supplies,Paper,7,143.36,21.7728,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10003363,Xerox 204,Office Supplies,Paper,7,45.36,21.7728,C,Z,OBSOLETE-RISK - minimise/phase out,0.5833333333333334,1.0,2.0,3.0,REVIEW / PHASE-OUT
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,7,585.2919999999999,21.9214,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,21,418.808,21.924,C,Y,LEAN - order to demand,1.75,3.0,4.0,6.0,MINIMISE STOCK
OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,15,239.12,21.96,C,X,LEAN - keep minimal base stock,1.25,1.0,2.0,4.0,MINIMISE STOCK
TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,9,364.90999999999997,22.0437,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,15,146.208,21.412,C,Y,LEAN - order to demand,1.25,3.0,4.0,6.0,MINIMISE STOCK
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Furnishings,6,185.84,22.0584,C,X,LEAN - keep minimal base stock,0.5,2.0,3.0,4.0,MINIMISE STOCK
OFF-BI-10002437,Recycled Premium Regency Composition Covers,Office Supplies,Binders,5,61.12,22.156,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AR-10004078,Newell 312,Office Supplies,Art,28,552.656,22.192,C,Y,LEAN - order to demand,2.3333333333333335,3.0,4.0,7.0,MINIMISE STOCK
TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,4,63.72,22.302,C,X,LEAN - keep minimal base stock,0.3333333333333333,0.0,1.0,2.0,MINIMISE STOCK
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,8,169.93,22.3076,C,X,LEAN - keep minimal base stock,0.6666666666666666,2.0,3.0,4.0,MINIMISE STOCK
OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art,9,503.348,22.3215,C,X,LEAN - keep minimal base stock,0.75,2.0,3.0,4.0,MINIMISE STOCK
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,16,637.852,22.394399999999997,C,X,LEAN - keep minimal base stock,1.3333333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,13,507.87,22.582299999999996,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
TEC-PH-10003273,AT&T TR1909W,Technology,Phones,3,302.376,22.6782,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,7,361.93600000000004,22.8074,C,Y,LEAN - order to demand,0.5833333333333334,2.0,3.0,4.0,MINIMISE STOCK
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,4,278.96,22.0708,C,Y,LEAN - order to demand,0.3333333333333333,2.0,3.0,4.0,MINIMISE STOCK
OFF-FA-10000936,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,18,244.95600000000002,21.384999999999998,C,Y,LEAN - order to demand,1.5,4.0,5.0,7.0,MINIMISE STOCK
OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,3,121.856,21.3408,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-SU-10004664,Acme Softgrip Scissors,Office Supplies,Supplies,18,222.356,21.3268,C,X,LEAN - keep minimal base stock,1.5,1.0,2.0,4.0,MINIMISE STOCK
OFF-FA-10002983,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,15,46.376000000000005,19.778,C,X,LEAN - keep minimal base stock,1.25,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10003971,Xerox 1965,Office Supplies,Paper,8,44.252,19.8536,C,X,LEAN - keep minimal base stock,0.6666666666666666,2.0,3.0,4.0,MINIMISE STOCK
OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners,26,669.6320000000001,19.9794,C,X,LEAN - keep minimal base stock,2.1666666666666665,2.0,3.0,6.0,MINIMISE STOCK
OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,8,148.126,20.042,C,Z,OBSOLETE-RISK - minimise/phase out,0.6666666666666666,4.0,5.0,6.0,REVIEW / PHASE-OUT
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Art,2,513.16,20.0564,C,X,LEAN - keep minimal base stock,0.16666666666666666,0.0,1.0,2.0,MINIMISE STOCK
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,14,179.348,20.0928,C,X,LEAN - keep minimal base stock,1.1666666666666667,0.0,1.0,3.0,MINIMISE STOCK
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,17,755.2239999999999,20.1474,C,X,LEAN - keep minimal base stock,1.4166666666666667,1.0,2.0,4.0,MINIMISE STOCK
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,22,653.872,20.165599999999984,C,Y,LEAN - order to demand,1.8333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,18,173.79000000000002,20.178,C,X,LEAN - keep minimal base stock,1.5,0.0,1.0,3.0,MINIMISE STOCK
OFF-ST-10004634,"Personal Folder Holder, Ebony",Office Supplies,Storage,6,201.26000000000002,20.178,C,Y,LEAN - order to demand,0.5,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10000809,Xerox 206,Office Supplies,Paper,9,136.544,20.2176,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,Art,13,371.912,20.3232,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,12,143.50400000000002,20.372799999999998,C,X,LEAN - keep minimal base stock,1.0,0.0,1.0,2.0,MINIMISE STOCK
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,10,573.392,20.44,C,X,LEAN - keep minimal base stock,0.8333333333333334,1.0,2.0,3.0,MINIMISE STOCK
TEC-PH-10000576,AT&T 1080 Corded phone,Technology,Phones,5,1330.562,20.548499999999997,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-LA-10003077,Avery 500,Office Supplies,Labels,6,151.86,20.6142,C,Z,OBSOLETE-RISK - minimise/phase out,0.5,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Storage,25,754.284,20.665,C,Y,LEAN - order to demand,2.0833333333333335,3.0,4.0,7.0,MINIMISE STOCK
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,4,103.92,20.8568,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10000552,Xerox 200,Office Supplies,Paper,8,139.952,20.9952,C,X,LEAN - keep minimal base stock,0.6666666666666666,1.0,2.0,3.0,MINIMISE STOCK
TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,20,651.0,21.0,C,X,LEAN - keep minimal base stock,1.6666666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10003504,Newell 347,Office Supplies,Art,19,429.752,21.0148,C,Y,LEAN - order to demand,1.5833333333333333,4.0,5.0,7.0,MINIMISE STOCK
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,7,468.13,22.8459,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders,21,327.48,33.345,C,Y,LEAN - order to demand,1.75,5.0,6.0,8.0,MINIMISE STOCK
OFF-FA-10002975,Staples,Office Supplies,Fasteners,21,444.77200000000005,22.9068,C,Y,LEAN - order to demand,1.75,5.0,6.0,8.0,MINIMISE STOCK
OFF-PA-10004733,Things To Do Today Spiral Book,Office Supplies,Paper,10,255.35999999999999,22.968,C,X,LEAN - keep minimal base stock,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10004610,Xerox 1900,Office Supplies,Paper,15,168.92000000000002,24.61,C,Y,LEAN - order to demand,1.25,3.0,4.0,6.0,MINIMISE STOCK
OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,Art,18,1540.896,24.6744,C,Y,LEAN - order to demand,1.5,2.0,3.0,5.0,MINIMISE STOCK
OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,12,144.0,24.992,C,X,LEAN - keep minimal base stock,1.0,1.0,2.0,3.0,MINIMISE STOCK
TEC-PH-10001615,AT&T CL82213,Technology,Phones,3,136.97,25.2213,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10000289,Xerox 213,Office Supplies,Paper,9,869.728,25.4016,C,Y,LEAN - order to demand,0.75,2.0,3.0,4.0,MINIMISE STOCK
FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,2,194.764,25.4744,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10004734,Southworth Structures Collection,Office Supplies,Paper,7,50.96,25.48,C,Z,OBSOLETE-RISK - minimise/phase out,0.5833333333333334,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes,12,157.76,25.8048,C,X,LEAN - keep minimal base stock,1.0,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10000551,Array Memo Cubes,Office Supplies,Paper,11,173.90800000000002,25.8482,C,Y,LEAN - order to demand,0.9166666666666666,2.0,3.0,4.0,MINIMISE STOCK
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,18,572.992,24.552,C,Y,LEAN - order to demand,1.5,2.0,3.0,5.0,MINIMISE STOCK
